"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"0","299.1059479311362","34.15438803714578","0.00537109375","0.0078125","0.0029296875","2584","0.0003880225391188153","36","0.0003880225391188153","0","0.0003880225391188153","0.0003880225391188153","1:0.0023616433721507513","1:68","1:0.0036327100615080876","0.00537109375","Yes"
"1","194.50337914693833","172.4705719401111","0.014404296875","0.023681640625","0.005126953125","2584","0.00017229176803207772","36","0.00017229176803207772","0","0.00017229176803207772","0.00017229176803207772","2:0.0010573154344130364;0:0.0023616433721507513","2:68;0:68","2:0.00358396946156192;0:0.0036327100615080876","0.014404296875","Yes"
"2","361.82621824984517","406.29005818092327","0.00390625","0.006591796875","0.001220703125","2584","0.0001888359519753617","36","0.0001888359519753617","0","0.0001888359519753617","0.0001888359519753617","1:0.0010573154344130364;3:0.0012766057342724069","1:68;3:68","1:0.00358396946156192;3:0.0021083557358507476","0.00390625","Yes"
"3","307.9657223515227","313.3112680951849","0.01123046875","0.011474609375","0.010986328125","2584","0.0002946880251661058","36","0.0002946880251661058","0","0.0002946880251661058","0.0002946880251661058","16:0.0020376911482546667;2:0.0012766057342724069;4:0.004620939828973353","16:68;2:68;4:80","16:0.002510361693412261;2:0.0021083557358507476;4:0.0020191094496383732","0.01123046875","Yes"
"4","206.11533139816476","183.97757419409666","0.004150390625","0.007080078125","0.001220703125","2584","0.00044215976480897106","36","0.00044215976480897106","0","0.00044215976480897106","0.00044215976480897106","3:0.004620939828973353;5:0.006327044538153748","3:80;5:68","3:0.0020191094496383732;5:0.0027301879862807743","0.004150390625","Yes"
"5","144.4772367227308","120.93844987371696","0.0037841796875","0.00244140625","0.005126953125","2584","0.00020024301924309536","36","0.00020024301924309536","0","0.00020024301924309536","0.00020024301924309536","6:0.002868675816030092;4:0.006327044538153748","6:68;4:68","6:0.0016426780312541744;4:0.0027301879862807743","0.0037841796875","Yes"
"6","351.23957257396256","151.41165930012951","0.003662109375","0.005615234375","0.001708984375","2584","0.00036851637514994967","36","0.00036851637514994967","0","0.00036851637514994967","0.00036851637514994967","5:0.002868675816030092;7:0.0015431725680902508","5:68;7:68","5:0.0016426780312541744;7:0.0017823874331460987","0.003662109375","Yes"
"7","325.21257961625076","107.04071139203676","0.010009765625","0.013427734375","0.006591796875","2584","0.00020004362461866724","36","0.00020004362461866724","0","0.00020004362461866724","0.00020004362461866724","17:0.0017863528355376301;6:0.0015431725680902508;8:0.001966493786654505","17:68;6:68;8:80","17:0.0018738489448365259;6:0.0017823874331460987;8:0.002098578210304375","0.010009765625","Yes"
"8","222.4444726091396","119.66725862910576","0.00537109375","0.0068359375","0.00390625","2584","0.0001797213369229631","36","0.0001797213369229631","0","0.0001797213369229631","0.0001797213369229631","9:0.0016679659151123405;7:0.001966493786654505","9:68;7:80","9:0.0015560033634610115;7:0.002098578210304375","0.00537109375","Yes"
"9","256.94757433564047","268.1042489872022","0.0108642578125","0.017822265625","0.00390625","2584","0.0003720160019811817","36","0.0003720160019811817","0","0.0003720160019811817","0.0003720160019811817","8:0.0016679659151123405;10:0.0013663572803646329","8:68;10:68","8:0.0015560033634610115;10:0.0012893856194532705","0.0108642578125","Yes"
"10","171.79079755816375","111.09091582644284","0.0030517578125","0.01611328125","0.0029296875","2584","0.00014124331708647038","36","0.00014124331708647038","0","0.00014124331708647038","0.00014124331708647038","9:0.0013663572803646329;11:0.0014816621767909932","9:68;11:68","9:0.0012893856194532705;11:0.0016299927808429149","0.0030517578125","Yes"
"11","205.11197784437223","182.9535922021969","0.01904296875","0.035400390625","0.002685546875","2584","0.00034921435657763947","36","0.00034921435657763947","0","0.00034921435657763947","0.00034921435657763947","18:0.0022726148437515747;10:0.0014816621767909932;12:0.0015324200050655379","18:68;10:68;12:68","18:0.0016967945489454739;10:0.0016299927808429149;12:0.0013874766203113287","0.01904296875","Yes"
"12","265.0738451233633","159.5831972478639","0.0057373046875","0.007568359375","0.00390625","2584","0.0001525583481659609","36","0.0001525583481659609","0","0.0001525583481659609","0.0001525583481659609","13:0.0016360823294514493;11:0.0015324200050655379","13:80;11:68","13:0.001791804393869889;11:0.0013874766203113287","0.0057373046875","Yes"
"13","202.86877599928417","227.0052814405966","0.0203857421875","0.0185546875","0.022216796875","2584","0.000261783233172116","36","0.000261783233172116","0","0.000261783233172116","0.000261783233172116","12:0.0016360823294514493;14:0.0011408543092372436","12:80;14:80","12:0.001791804393869889;14:0.0016352997132388636","0.0203857421875","Yes"
"14","267.3563483208422","61.579245768039726","0.0079345703125","0.010986328125","0.0048828125","2584","0.00017493991198278317","36","0.00017493991198278317","0","0.00017493991198278317","0.00017493991198278317","15:0.0013265259961051656;13:0.0011408543092372436","15:68;13:80","15:0.0014291731166956312;13:0.0016352997132388636","0.0079345703125","Yes"
"15","337.9184032815441","32.46886622900524","0.0379638671875","0.056884765625","0.01904296875","2584","0.00016358906442066572","36","0.00016358906442066572","0","0.00016358906442066572","0.00016358906442066572","14:0.0013265259961051656;19:0.0015459982672977879","14:68;19:68","14:0.0014291731166956312;19:0.001486659819889019","0.0379638671875","Yes"
"16","140.97021960849187","95.42774933466005","0.0057373046875","0.009033203125","0.00244140625","2584","0.0009414230476487809","36","0.0009414230476487809","0","0.0009414230476487809","0.0009414230476487809","23:0.0026941365298987496;3:0.0020376911482546667","23:68;3:68","23:0.003202499540830378;3:0.002510361693412261","0.0057373046875","Yes"
"17","252.37542087836118","9.900995980815429","0.005126953125","0.004638671875","0.005615234375","2584","0.000325837285058928","36","0.000325837285058928","0","0.000325837285058928","0.000325837285058928","7:0.0017863528355376301;27:0.0024165077781495847","7:68;27:68","7:0.0018738489448365259;27:0.0017850707794710707","0.005126953125","Yes"
"18","96.16129496171756","91.80954516494481","0.0084228515625","0.01220703125","0.004638671875","2584","0.00041300391636581396","36","0.00041300391636581396","0","0.00041300391636581396","0.00041300391636581396","11:0.0022726148437515747;31:0.0027040144905775","11:68;31:68","11:0.0016967945489454739;31:0.0034807819295986364","0.0084228515625","Yes"
"19","157.92810333538839","75.2089520994886","0.0074462890625","0.0087890625","0.006103515625","2584","0.00020773789776080148","36","0.00020773789776080148","0","0.00020773789776080148","0.00020773789776080148","35:0.0018780984375723897;15:0.0015459982672977879","35:80;15:68","35:0.0017405190433265605;15:0.001486659819889019","0.0074462890625","Yes"
"20","157.16999978898755","166.8210163715558","0.0147705078125","0.0146484375","0.014892578125","2584","0.00029305878949064567","36","0.00029305878949064567","0","0.00029305878949064567","0.00029305878949064567","21:0.0028518304348812695","21:68","21:0.001881433692156237","0.0147705078125","Yes"
"21","140.19370226763849","116.87512682174854","0.015625","0.016357421875","0.014892578125","2584","0.0001524250810595158","36","0.0001524250810595158","0","0.0001524250810595158","0.0001524250810595158","36:0.004344237407386764;20:0.0028518304348812695;22:0.001908091162653336","36:68;20:68;22:68","36:0.002063082875538108;20:0.001881433692156237;22:0.0012993696662371712","0.015625","Yes"
"22","208.05260893051766","36.252549847303825","0.012939453125","0.024169921875","0.001708984375","2584","0.0005208117619274261","36","0.0005208117619274261","0","0.0005208117619274261","0.0005208117619274261","23:0.003385887848217889;21:0.001908091162653336","23:68;21:68","23:0.002394787276524868;21:0.0012993696662371712","0.012939453125","Yes"
"23","240.48228345757263","161.26471738888355","0.060302734375","0.052978515625","0.067626953125","2584","0.00047736166137335467","36","0.00047736166137335467","0","0.00047736166137335467","0.00047736166137335467","22:0.003385887848217889;24:0.0034675528499372443;16:0.0026941365298987496","22:68;24:68;16:68","22:0.002394787276524868;24:0.0031573775822836547;16:0.003202499540830378","0.060302734375","Yes"
"24","106.84683115587285","78.38943074236285","0.019287109375","0.021484375","0.01708984375","2584","0.000720356037442566","36","0.000720356037442566","0","0.000720356037442566","0.000720356037442566","23:0.0034675528499372443;25:0.002815991413983615","23:68;25:68","23:0.0031573775822836547;25:0.0032451312727913295","0.019287109375","Yes"
"25","140.11986813757196","52.87439825250368","0.0921630859375","0.063720703125","0.12060546875","2584","0.00033298983827426603","36","0.00033298983827426603","0","0.00033298983827426603","0.00033298983827426603","24:0.002815991413983615;26:0.014590778128580478;37:0.005489178086809404","24:68;26:68;37:68","24:0.0032451312727913295;26:0.010895731523351326;37:0.003279019804569183","0.0921630859375","Yes"
"26","6.85449564722432","6.929793136506715","0.255126953125","0.182373046875","0.327880859375","2584","0.004580103435949791","36","0.004580103435949791","0","0.004580103435949791","0.004580103435949791","25:0.014590778128580478;27:0.01679374555794405","25:68;27:68","25:0.010895731523351326;27:0.009746770540057459","0.255126953125","Yes"
"27","182.04263239753234","148.21666463007782","0.0078125","0.0068359375","0","2584","0.0011062669282605473","36","0.0011062669282605473","0","0.0011062669282605473","0.0011062669282605473","26:0.01679374555794405;28:0.00263116915527134;17:0.0024165077781495847","26:68;28:68;17:68","26:0.009746770540057459;28:0.001415086636544799;17:0.0017850707794710707","0.0078125","Yes"
"28","339.8909126479671","148.87466642507658","0.0068359375","0.00732421875","0.00634765625","2584","0.00029381708756346476","36","0.00029381708756346476","0","0.00029381708756346476","0.00029381708756346476","27:0.00263116915527134;29:0.0028557453955971313","27:68;29:68","27:0.001415086636544799;29:0.0022071105359466325","0.0068359375","Yes"
"29","72.38211279022983","61.7092230428863","0.0203857421875","0.035888671875","0.0048828125","2584","0.0006583221433658833","36","0.0006583221433658833","0","0.0006583221433658833","0.0006583221433658833","38:0.0030250804419677535;28:0.0028557453955971313;30:0.003893405296855751","38:68;28:68;30:68","38:0.003124030077615164;28:0.0022071105359466325;30:0.0027728795898891156","0.0203857421875","Yes"
"30","140.63067728461684","25.172231845051904","0.007080078125","0.01123046875","0.0029296875","2584","0.001156582151074343","36","0.001156582151074343","0","0.001156582151074343","0.001156582151074343","31:0.0039049079656916785;29:0.003893405296855751","31:68;29:68","31:0.003333257835752834;29:0.0027728795898891156","0.007080078125","Yes"
"31","104.22263859710178","60.565078601878504","0.02734375","0.0517578125","0.0029296875","2584","0.00028087399456064175","36","0.00028087399456064175","0","0.00028087399456064175","0.00028087399456064175","30:0.0039049079656916785;32:0.002570001918074216;18:0.0027040144905775","30:68;32:68;18:68","30:0.003333257835752834;32:0.0033364216794163903;18:0.0034807819295986364","0.02734375","Yes"
"32","157.90300953669185","53.933929190580365","0.0283203125","0.027099609375","0.029541015625","2584","0.0003091834601245099","36","0.0003091834601245099","0","0.0003091834601245099","0.0003091834601245099","31:0.002570001918074216;33:0.001909445572321422","31:68;33:68","31:0.0033364216794163903;33:0.0018134629092319832","0.0283203125","Yes"
"33","175.44836801597714","159.63217041445006","0.040771484375","0.03173828125","0.0498046875","2584","0.0001968698365061726","36","0.0001968698365061726","0","0.0001968698365061726","0.0001968698365061726","39:0.002038285725814437;32:0.001909445572321422;34:0.0014694297872982487","39:68;32:68;34:68","32:0.0018134629092319832;34:0.0015645919860541313","0.040771484375","Yes"
"34","180.1594328076834","116.54749159095704","0.0068359375","0.009765625","0.00390625","2584","0.0004582795766646714","36","0.0004582795766646714","0","0.0004582795766646714","0.0004582795766646714","33:0.0014694297872982487;35:0.001858944137855062","33:68;35:68","33:0.0015645919860541313;35:0.001269789883225847","0.0068359375","Yes"
"35","385.77481209008766","566.2137649800407","0.013671875","0.009521484375","0.017822265625","2584","0.00011312356327276554","36","0.00011312356327276554","0","0.00011312356327276554","0.00011312356327276554","19:0.0018780984375723897;34:0.001858944137855062","19:80;34:68","19:0.0017405190433265605;34:0.001269789883225847","0.013671875","Yes"
"36","305.37789027150853","64.41349410935182","0.0179443359375","0.0224609375","0.013427734375","2584","0.010046348010708745","36","0.010046348010708745","0","0.010046348010708745","0.010046348010708745","41:0.004488431592823139;21:0.004344237407386764","41:68;21:68","41:0.02026625448292299;21:0.002063082875538108","0.0179443359375","Yes"
"37","133.46808005548974","8.843486012442028","0.0654296875","0.05126953125","0.07958984375","2584","0.000789901419099636","36","0.000789901419099636","0","0.000789901419099636","0.000789901419099636","45:0.005949721369162442;25:0.005489178086809404","45:68;25:68","45:0.003357623614664851;25:0.003279019804569183","0.0654296875","Yes"
"38","137.54671339328806","24.251103230605302","0.00830078125","0.0166015625","0","2584","0.0004425570424935691","36","0.0004425570424935691","0","0.0004425570424935691","0.0004425570424935691","29:0.0030250804419677535;49:0.0029943573676083357","29:68;49:68","29:0.003124030077615164;49:0.002222981155711762","0.00830078125","Yes"
"39","92.71348884698594","101.31594826883371","0.035400390625","0.053955078125","0.016845703125","2584","0.00048626029295215567","36","0.00048626029295215567","0","0.00048626029295215567","0.00048626029295215567","53:0.0020976981218946422;33:0.002038285725814437","53:68;33:68","53:0.0024420910081766056","0.035400390625","Yes"
"40","225.76701282988486","151.9260763996601","0.0123291015625","0.012939453125","0.01171875","2584","0.000603042564393091","36","0.000603042564393091","0","0.000603042564393091","0.000603042564393091","41:0.07253461961291957","41:68","41:0.1609413113887079","0.0123291015625","Yes"
"41","199.08822017708775","66.41923046841804","0.017578125","0.017578125","0.017578125","2584","0.0005119998374127261","36","0.0005119998374127261","0","0.0005119998374127261","0.0005119998374127261","40:0.07253461961291957;42:0.003950099986624794;36:0.004488431592823139","40:68;42:68;36:68","40:0.1609413113887079;42:0.016594324518980436;36:0.02026625448292299","0.017578125","Yes"
"42","316.40568482788456","133.15581526401098","0.0164794921875","0.023681640625","0.00927734375","2584","0.00031431221062308415","36","0.00031431221062308415","0","0.00031431221062308415","0.00031431221062308415","41:0.003950099986624794;43:0.0031728206468840947","41:68;43:68","41:0.016594324518980436;43:0.0038703745715668036","0.0164794921875","Yes"
"43","273.52320234679723","81.305027864642","0.0167236328125","0.018798828125","0.0146484375","2584","0.0002681029068948307","36","0.0002681029068948307","0","0.0002681029068948307","0.0002681029068948307","42:0.0031728206468840947;56:0.0029423246481688203;44:0.0016562121463479795","42:68;56:68;44:68","42:0.0038703745715668036;56:0.0024415369443468726;44:0.0015997728527501476","0.0167236328125","Yes"
"44","226.18546490222408","55.46498106381441","0.0045166015625","0.01123046875","0.002197265625","2584","0.0002174720142107686","36","0.0002174720142107686","0","0.0002174720142107686","0.0002174720142107686","45:0.0019622303151549947;43:0.0016562121463479795","45:68;43:68","45:0.001682362953595723;43:0.0015997728527501476","0.0045166015625","Yes"
"45","77.49130636058476","66.58297045766979","0.0108642578125","0.01904296875","0.002685546875","2584","0.00025393341378454853","36","0.00025393341378454853","0","0.00025393341378454853","0.00025393341378454853","44:0.0019622303151549947;46:0.0030551189099289333;37:0.005949721369162442","44:68;46:68;37:68","44:0.001682362953595723;46:0.005302805237555747;37:0.003357623614664851","0.0108642578125","Yes"
"46","261.60004781824455","122.23490086488184","0.00830078125","0.015380859375","0.001220703125","2584","0.000299677427542667","36","0.000299677427542667","0","0.000299677427542667","0.000299677427542667","45:0.0030551189099289333;47:0.0021693375186330466","45:68;47:68","45:0.005302805237555747;47:0.0027301441601985943","0.00830078125","Yes"
"47","167.8369976835948","146.9038574379507","0.021240234375","0.04052734375","0.001953125","2584","0.00012673778270360622","36","0.00012673778270360622","0","0.00012673778270360622","0.00012673778270360622","48:0.009567451040126324;57:0.0023047234241614645;46:0.0021693375186330466","48:68;57:68;46:68","48:0.0077590191760426586;57:0.0022401130473720665;46:0.0027301441601985943","0.021240234375","Yes"
"48","284.715967440386","242.46852564351252","0.0670166015625","0.06298828125","0.071044921875","2584","0.0028318628048768814","36","0.0028318628048768814","0","0.0028318628048768814","0.0028318628048768814","47:0.009567451040126324;49:0.009988904475005944","47:68;49:68","47:0.0077590191760426586;49:0.007467148136490631","0.0670166015625","Yes"
"49","280.97916560106734","230.49364914763382","0.00830078125","0.010498046875","0.006103515625","2584","0.0007965134219357852","36","0.0007965134219357852","0","0.0007965134219357852","0.0007965134219357852","48:0.009988904475005944;50:0.001987468485045385;38:0.0029943573676083357","48:68;50:68;38:68","48:0.007467148136490631;50:0.0020647273197590688;38:0.002222981155711762","0.00830078125","Yes"
"50","186.28446992504172","181.06905791566928","0.010498046875","0.017333984375","0.003662109375","2584","0.00021226841495416824","36","0.00021226841495416824","0","0.00021226841495416824","0.00021226841495416824","49:0.001987468485045385;51:0.0015879115840380098","49:68;51:68","49:0.0020647273197590688;51:0.0017409258584932807","0.010498046875","Yes"
"51","138.00393945267706","157.14401845645173","0.05224609375","0.064208984375","0.040283203125","2584","0.00020032087152963774","36","0.00020032087152963774","0","0.00020032087152963774","0.00020032087152963774","50:0.0015879115840380098;52:0.0017545781977960917;58:0.0015040609764022383","50:68;52:68;58:68","50:0.0017409258584932807;52:0.0016571845477020841","0.05224609375","Yes"
"52","149.20692430888326","134.5127226936156","0.0172119140625","0.01904296875","0.015380859375","2584","0.00040383132996182534","36","0.00040383132996182534","0","0.00040383132996182534","0.00040383132996182534","51:0.0017545781977960917;53:0.0023433387598283673","51:68;53:68","51:0.0016571845477020841;53:0.0015002051432424779","0.0172119140625","Yes"
"53","104.47692326194685","29.17202460823688","0.017822265625","0.013427734375","0.022216796875","2584","0.0002430711921676036","36","0.0002430711921676036","0","0.0002430711921676036","0.0002430711921676036","39:0.0020976981218946422;52:0.0023433387598283673;54:0.0012600141229038575","39:68;52:68;54:68","39:0.0024420910081766056;52:0.0015002051432424779;54:0.0017922582976258872","0.017822265625","Yes"
"54","198.73413206747415","238.7312730936572","0.00390625","0.004638671875","0.003173828125","2584","0.0001465747929997835","36","0.0001465747929997835","0","0.0001465747929997835","0.0001465747929997835","53:0.0012600141229038575;55:0.001622658531855281","53:68;55:68","53:0.0017922582976258872;55:0.0023274888136029515","0.00390625","Yes"
"55","215.59176593511162","35.07576723378638","0.0526123046875","0.0673828125","0.037841796875","2584","0.0001922707870050286","36","0.0001922707870050286","0","0.0001922707870050286","0.0001922707870050286","59:0.0020288979148944675;54:0.001622658531855281","59:68;54:68","59:0.002094557805527114;54:0.0023274888136029515","0.0526123046875","Yes"
"56","191.9481715063361","78.67490803815313","0.0313720703125","0.034912109375","0.02783203125","2584","0.0005704510113871406","36","0.0005704510113871406","0","0.0005704510113871406","0.0005704510113871406","63:0.0033710920628466645;43:0.0029423246481688203","63:68;43:68","63:0.002788416674573607;43:0.0024415369443468726","0.0313720703125","Yes"
"57","171.83481498409543","18.182444232977975","0.007080078125","0.01123046875","0.0029296875","2584","0.0006578246607609169","36","0.0006578246607609169","0","0.0006578246607609169","0.0006578246607609169","47:0.0023047234241614645;67:0.002303716342152262","47:68;67:68","47:0.0022401130473720665;67:0.0039303469623950815","0.007080078125","Yes"
"58","191.55809317551495","166.29746116010392","0.030517578125","0.03076171875","0.0302734375","2584","0.00026095077084359927","36","0.00026095077084359927","0","0.00026095077084359927","0.00026095077084359927","71:0.0025852356680710065;51:0.0015040609764022383","71:68;51:68","71:0.004087198549964616","0.030517578125","Yes"
"59","160.79889575744005","70.23109816718063","0.0179443359375","0.02001953125","0.015869140625","2584","0.0001728744739895186","36","0.0001728744739895186","0","0.0001728744739895186","0.0001728744739895186","55:0.0020288979148944675;75:0.002178847820937635","55:68;75:68","55:0.002094557805527114;75:0.0015477038015592748","0.0179443359375","Yes"
"60","148.782022304902","78.9596715017723","0.017333984375","0.01513671875","0.01953125","2584","0.0004998746331916431","36","0.0004998746331916431","0","0.0004998746331916431","0.0004998746331916431","61:0.007204678331433373","61:80","61:0.022492589933314017","0.017333984375","Yes"
"61","258.69126062667516","212.2858006783436","0.0115966796875","0.01318359375","0.005859375","2584","0.000305758118964406","36","0.000305758118964406","0","0.000305758118964406","0.000305758118964406","76:0.0034932775277914663;60:0.007204678331433373","76:68;60:80;62:68","76:0.003631870881837751;60:0.022492589933314017","0.0115966796875","Yes"
"62","150.5158749632759","56.19063727108955","0.006591796875","0.01025390625","0.0029296875","2584","0.00046254093654257873","36","0.00046254093654257873","0","0.00046254093654257873","0.00046254093654257873","63:0.002578188041828161","61:68;63:68","63:0.002116325360249499","0.006591796875","Yes"
"63","205.58993271248184","68.66159737432928","0.0638427734375","0.04296875","0.084716796875","2584","0.00024298442673109538","36","0.00024298442673109538","0","0.00024298442673109538","0.00024298442673109538","56:0.0033710920628466645;62:0.002578188041828161;64:0.0019414238433636821","56:68;62:68;64:68","56:0.002788416674573607;62:0.002116325360249499;64:0.0015945144713246928","0.0638427734375","Yes"
"64","242.6126667772099","84.30630097409929","0.0233154296875","0.045166015625","0.00146484375","2584","0.00043940551971371794","36","0.00043940551971371794","0","0.00043940551971371794","0.00043940551971371794","65:0.0022216784324460004;63:0.0019414238433636821","65:68;63:68","65:0.0019969033332737363;63:0.0015945144713246928","0.0233154296875","Yes"
"65","186.37933144422277","42.313334264699414","0.018310546875","0.02734375","0.00927734375","2584","0.00023141786158988452","36","0.00023141786158988452","0","0.00023141786158988452","0.00023141786158988452","64:0.0022216784324460004;66:0.0025247464118158536;77:0.002382842870514351","64:68;66:68;77:68","64:0.0019969033332737363;66:0.0021858236547098453;77:0.002554246258716697","0.018310546875","Yes"
"66","115.89912463145082","58.36493993373439","0.0126953125","0.023681640625","0.001708984375","2584","0.00023567878105085918","36","0.00023567878105085918","0","0.00023567878105085918","0.00023567878105085918","65:0.0025247464118158536;67:0.002184569302817657","65:68;67:68","65:0.0021858236547098453;67:0.0026334121238757724","0.0126953125","Yes"
"67","266.94478310240555","84.19496568405647","0.012451171875","0.013671875","0.01123046875","2584","0.0001176880925438437","36","0.0001176880925438437","0","0.0001176880925438437","0.0001176880925438437","68:0.0026146330827386544;57:0.002303716342152262;66:0.002184569302817657","68:68;57:68;66:68","68:0.004594965905150933;57:0.0039303469623950815;66:0.0026334121238757724","0.012451171875","Yes"
"68","102.64913654749377","24.698119968632035","0.0748291015625","0.052001953125","0.09765625","2584","0.0006567098084329524","36","0.0006567098084329524","0","0.0006567098084329524","0.0006567098084329524","67:0.0026146330827386544;69:0.0022760844583785966","67:68;69:68","67:0.004594965905150933;69:0.0029067988828613833","0.0748291015625","Yes"
"69","157.31048374474142","41.6244269250388","0.0318603515625","0.0341796875","0.029541015625","2584","0.0001441458847044187","36","0.0001441458847044187","0","0.0001441458847044187","0.0001441458847044187","78:0.002352314936373584;68:0.0022760844583785966;70:0.00198796164635201","78:68;68:68;70:80","78:0.002203126870073624;68:0.0029067988828613833;70:0.0017841104985539535","0.0318603515625","Yes"
"70","170.24965779825158","15.324754036033202","0.0145263671875","0.021240234375","0.0078125","2584","0.00018964738400192342","36","0.00018964738400192342","0","0.00018964738400192342","0.00018964738400192342","69:0.00198796164635201;71:0.0023097127434097975","69:80;71:68","69:0.0017841104985539535;71:0.0016243111104467522","0.0145263671875","Yes"
"71","155.89346186150354","101.808288017404","0.02880859375","0.02099609375","0.03662109375","2584","0.00031268543422958045","36","0.00031268543422958045","0","0.00031268543422958045","0.00031268543422958045","72:0.0032382350013463457;58:0.0025852356680710065;70:0.0023097127434097975","72:68;58:68;70:68","72:0.002842537655341315;58:0.004087198549964616;70:0.0016243111104467522","0.02880859375","Yes"
"72","150.76909259094154","10.67407694891485","0.0113525390625","0.01904296875","0.003662109375","2584","0.0006267853722479346","36","0.0006267853722479346","0","0.0006267853722479346","0.0006267853722479346","73:0.005437528800695229;71:0.0032382350013463457","73:68;71:68","73:0.004796000948509266;71:0.002842537655341315","0.0113525390625","Yes"
"73","240.26419530238832","41.20653854338731","0.0162353515625","0.01953125","0.012939453125","2584","0.0005039887635106166","36","0.0005039887635106166","0","0.0005039887635106166","0.0005039887635106166","72:0.005437528800695229;74:0.0024122064761528395;79:0.003350485619296989","72:68;74:68;79:68","72:0.004796000948509266;74:0.0027158495422635043;79:0.003155662575371171","0.0162353515625","Yes"
"74","109.46136125520404","11.50951556633386","0.027587890625","0.032470703125","0.022705078125","2584","0.00030140561010278365","36","0.00030140561010278365","0","0.00030140561010278365","0.00030140561010278365","73:0.0024122064761528395;75:0.0026001589486552013","73:68;75:68","73:0.0027158495422635043;75:0.0020917878994038963","0.027587890625","Yes"
"75","242.37912005164742","189.04794047013456","0.004638671875","0.005126953125","0.004150390625","2584","0.00023840016542961634","36","0.00023840016542961634","0","0.00023840016542961634","0.00023840016542961634","59:0.002178847820937635;74:0.0026001589486552013","59:68;74:68","59:0.0015477038015592748;74:0.0020917878994038963","0.004638671875","Yes"
