N,topo,Q,pc,pr,dn,route,frozen,imMax,nXy,rate,rigidity
4,star,0.639138,3,3,0,FrozenCommutant,1,6.661338148e-16,0.104791632,0.327915477,0.618463359
4,star,0.722615,3,3,0,FrozenCommutant,1,2.359224131e-16,0.134923428,0.373430975,0.868205248
4,star,0.816995,3,3,0,FrozenCommutant,1,8.881939898e-16,0.174065786,0.426112277,0.829265647
4,star,0.923702,1,1,0,FrozenCommutant,1,6.067547662e-17,0.225117799,0.487425366,0.78880884
4,star,1.044345,1,1,0,FrozenCommutant,1,6.938893904e-18,0.291986055,0.559175408,0.515339212
4,star,1.180746,1,1,0,FrozenCommutant,1,4.232725281e-16,0.379816645,0.643350447,0.654878158
4,star,1.334961,1,1,0,FrozenCommutant,1,1.354527866e-17,0.494678984,0.741113517,0.581265746
4,star,1.509319,3,3,0,FrozenCommutant,1,7.554720738e-16,0.640461865,0.848676565,0.303553732
4,star,1.706449,1,1,0,FrozenCommutant,1,1.43410761e-15,0.807558031,0.94647759,0.462747729
4,star,1.929327,1,1,0,FrozenCommutant,1,2.468100748e-16,0.962085301,0.997327593,0.476085366
4,star,2.181313,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.916878767,1
4,star,2.466212,0,1,1,UnfreezingSeEp,1,3.469446952e-18,1,0.810960266,0.866051828
4,star,2.788321,0,1,1,UnfreezingSeEp,1,0e+00,1,0.717277547,0.976322531
4,star,3.1525,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.634417124,1
4,star,3.564244,0,1,1,UnfreezingSeEp,1,0e+00,1,0.561128797,0.9701425
4,star,4.029766,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.496306791,1
4,star,4.556088,0,1,1,UnfreezingSeEp,1,0e+00,1,0.43897307,0.926847016
4,star,5.151153,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.388262582,1
4,star,5.823939,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.343410206,1
4,star,6.584596,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.30373921,1
4,star,7.444602,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.268651036,1
4,star,8.416932,0,1,1,UnfreezingSeEp,1,0e+00,1,0.237616273,0.993098596
4,star,9.516257,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.210166668,1
4,star,10.759163,0,1,1,UnfreezingSeEp,1,3.085639383e-16,1,0.185888062,1
4,star,12.164404,0,1,1,UnfreezingSeEp,1,0e+00,1,0.164414138,0.99503719
4,star,13.753182,0,1,1,UnfreezingSeEp,1,0e+00,1,0.145420898,0.986393924
4,star,15.549467,0,1,1,UnfreezingSeEp,1,0e+00,1,0.12862177,0.894427191
4,star,17.580364,0,1,1,UnfreezingSeEp,1,0e+00,1,0.11376329,0.9701425
4,star,19.876513,0,1,1,UnfreezingSeEp,1,0e+00,1,0.100621272,0.980580676
4,star,22.472559,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.088997429,1
4,star,25.407672,0,1,1,UnfreezingSeEp,1,0e+00,1,0.078716382,0.980580676
4,star,28.726136,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.069623008,1
4,star,32.478021,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.061580108,1
4,star,36.719934,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.054466329,1
4,star,41.515878,0,1,1,UnfreezingSeEp,1,0e+00,1,0.048174339,0.97618706
4,star,46.938215,0,1,1,UnfreezingSeEp,1,0e+00,1,0.042609204,0.9701425
4,star,53.068756,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.037686958,1
4,star,60,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.033333333,1
5,chain,0.5,3,3,0,UnfreezingSeEp,1,6.813929121e-17,0.024124011,0.096496045,0.975915824
5,chain,0.565304,2,2,0,UnfreezingSeEp,1,1.661463173e-16,0.030929102,0.109424597,0.9691362
5,chain,0.639138,3,3,0,UnfreezingSeEp,1,4.563478606e-16,0.039688411,0.124193543,0.960418739
5,chain,0.722615,2,2,0,UnfreezingSeEp,1,5.562168628e-17,0.050986699,0.141117174,0.949189327
5,chain,0.816995,3,3,0,UnfreezingSeEp,1,7.843561375e-17,0.0656005,0.160589735,0.934689138
5,chain,0.923702,2,2,0,UnfreezingSeEp,1,1.242754094e-16,0.084573779,0.183119263,0.915903793
5,chain,1.044345,1,1,0,UnfreezingSeEp,1,1.441240861e-16,0.109334103,0.209383087,0.891455533
5,chain,1.180746,1,1,0,UnfreezingSeEp,1,5.425547829e-16,0.14188101,0.240324411,0.859429507
5,chain,1.334961,2,2,0,UnfreezingSeEp,1,6.38536726e-16,0.185114885,0.277333681,0.817071402
5,chain,1.509319,3,3,0,UnfreezingSeEp,1,1.449734465e-15,0.243472797,0.322626011,0.760201631
5,chain,1.706449,2,2,0,UnfreezingSeEp,1,1.749758477e-18,0.324354568,0.380151417,0.681890908
5,chain,1.929327,1,1,0,UnfreezingSeEp,1,1.347691888e-15,0.442175864,0.458373275,0.568645788
5,chain,2.181313,2,2,0,UnfreezingSeEp,1,1.594637364e-16,0.636802865,0.583871026,0.382781814
5,chain,2.466212,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.810960266,1
5,chain,2.788321,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.717277547,1
5,chain,3.1525,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.634417124,1
5,chain,3.564244,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.561128797,1
5,chain,4.029766,0,1,1,UnfreezingSeEp,0,1e+00,1,0.496306791,1
5,chain,4.556088,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.43897307,1
5,chain,5.151153,0,1,1,UnfreezingSeEp,0,1e+00,1,0.388262582,1
5,chain,5.823939,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.343410206,1
5,chain,6.584596,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.30373921,1
5,chain,7.444602,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.268651036,1
5,chain,8.416932,0,1,1,UnfreezingSeEp,0,1e+00,1,0.237616273,1
5,chain,9.516257,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.210166668,1
5,chain,10.759163,0,1,1,UnfreezingSeEp,0,1e+00,1,0.185888062,1
5,chain,12.164404,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.164414138,1
5,chain,13.753182,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.145420898,1
5,chain,15.549467,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.12862177,1
5,chain,17.580364,0,1,1,UnfreezingSeEp,1,6.958335908e-18,1,0.11376329,1
5,chain,19.876513,0,1,1,UnfreezingSeEp,1,2.147355575e-16,1,0.100621272,1
5,chain,22.472559,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.088997429,1
5,chain,25.407672,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.078716382,1
5,chain,28.726136,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.069623008,1
5,chain,32.478021,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.061580108,1
5,chain,36.719934,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.054466329,1
5,chain,41.515878,0,1,1,UnfreezingSeEp,0,1e+00,1,0.048174339,1
5,chain,46.938215,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.042609204,1
5,chain,53.068756,0,1,1,UnfreezingSeEp,0,1e+00,1,0.037686958,1
5,chain,60,0,1,1,UnfreezingSeEp,0,1.732050808e+00,1,0.033333333,1
5,ring,0.5,2,2,0,FrozenLevelCrossing,1,2.895760609e-15,0.088323094,0.353292378,0.913221134
5,ring,0.565304,2,2,0,FrozenLevelCrossing,1,3.11751175e-15,0.11363662,0.402036941,0.889144649
5,ring,0.639138,3,3,0,FrozenLevelCrossing,1,7.475133447e-16,0.146497463,0.458421961,0.858459572
5,ring,0.722615,1,1,0,FrozenLevelCrossing,1,2.883977779e-17,0.189370242,0.524124797,0.80000088
5,ring,0.816995,3,3,0,FrozenLevelCrossing,1,3.36357723e-16,0.24569571,0.601462018,0.759811602
5,ring,0.923702,3,3,0,FrozenLevelCrossing,1,2.863850158e-16,0.320430811,0.693797232,0.703395673
5,ring,1.044345,2,2,0,FrozenLevelCrossing,1,1.755444872e-15,0.421041366,0.806326102,0.619532987
5,ring,1.180746,3,3,0,FrozenLevelCrossing,1,1.637633171e-15,0.559464219,0.947645556,0.518684218
5,ring,1.334961,3,3,0,FrozenLevelCrossing,1,2.948407539e-15,0.755689129,1.132151246,0.394276566
5,ring,1.509319,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,1.325100856,0.960775094
5,ring,1.706449,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,1.172024243,0.984988894
5,ring,1.929327,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,1.036631151,0.990530386
5,ring,2.181313,0,1,1,UnfreezingSeEp,0,2e+00,1,0.916878767,1
5,ring,2.466212,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.810960266,0.993874152
5,ring,2.788321,0,1,1,UnfreezingSeEp,0,2e+00,1,0.717277547,1
5,ring,3.1525,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.634417124,0.997626516
5,ring,3.564244,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.561128797,0.943504978
5,ring,4.029766,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.496306791,0.992736719
5,ring,4.556088,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.43897307,0.99642851
5,ring,5.151153,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.388262582,0.962572511
5,ring,5.823939,0,1,1,UnfreezingSeEp,0,2e+00,1,0.343410206,1
5,ring,6.584596,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.30373921,0.972380099
5,ring,7.444602,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.268651036,0.994368894
5,ring,8.416932,0,1,1,UnfreezingSeEp,0,2e+00,1,0.237616273,1
5,ring,9.516257,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.210166668,0.996768274
5,ring,10.759163,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.185888062,0.996805821
5,ring,12.164404,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.164414138,0.997632752
5,ring,13.753182,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.145420898,0.984955441
5,ring,15.549467,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.12862177,0.992182601
5,ring,17.580364,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.11376329,0.938148
5,ring,19.876513,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.100621272,0.992826623
5,ring,22.472559,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.088997429,0.996087651
5,ring,25.407672,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.078716382,0.997327761
5,ring,28.726136,0,1,1,UnfreezingSeEp,0,6.180339887e-01,1,0.069623008,0.996651048
5,ring,32.478021,0,1,1,UnfreezingSeEp,0,2e+00,1,0.061580108,1
5,ring,36.719934,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.054466329,0.99794352
5,ring,41.515878,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.048174339,0.994249995
5,ring,46.938215,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.042609204,0.989471653
5,ring,53.068756,0,1,1,UnfreezingSeEp,0,1.618033989e+00,1,0.037686958,0.997325249
5,ring,60,0,1,1,UnfreezingSeEp,0,2e+00,1,0.033333333,1
5,star,0.5,1,1,0,FrozenCommutant,1,3.117081246e-18,0.062435103,0.249740412,0.830827991
5,star,0.565304,1,1,0,FrozenCommutant,1,8.890457814e-17,0.079754442,0.282164603,0.571582696
5,star,0.639138,1,1,0,FrozenCommutant,1,1.313510932e-16,0.101830456,0.318649324,0.854930085
5,star,0.722615,1,1,0,FrozenCommutant,1,5.79885532e-16,0.129913146,0.359563891,0.745119897
5,star,0.816995,4,4,0,FrozenCommutant,1,7.771561172e-16,0.165511844,0.405172267,0.627648492
5,star,0.923702,4,4,0,FrozenCommutant,1,1.682681772e-16,0.210359073,0.455469753,0.755738
5,star,1.044345,1,1,0,FrozenCommutant,1,7.926619633e-16,0.26623469,0.509859594,0.712208253
5,star,1.180746,4,4,0,FrozenCommutant,1,7.172361518e-16,0.334482809,0.566561966,0.524869536
5,star,1.334961,4,4,0,FrozenCommutant,1,6.210310044e-16,0.414989265,0.621724722,0.550995512
5,star,1.509319,1,1,0,FrozenCommutant,1,2.523536285e-16,0.504648532,0.668710201,0.636715193
5,star,1.706449,4,4,0,FrozenCommutant,1,8.622829126e-16,0.596495832,0.699107576,0.651221631
5,star,1.929327,4,4,0,FrozenCommutant,1,7.797582025e-16,0.681719604,0.706691778,0.571610987
5,star,2.181313,1,1,0,FrozenCommutant,1,2.452053648e-16,0.753978006,0.691306425,0.57420178
5,star,2.466212,4,4,0,FrozenCommutant,1,1.517883041e-17,0.811540454,0.658127062,0.68477996
5,star,2.788321,1,1,0,FrozenCommutant,1,4.709215984e-16,0.855899458,0.613917463,0.77773077
5,star,3.1525,1,1,0,FrozenCommutant,1,2.322651533e-16,0.889634499,0.56439936,0.68993246
5,star,3.564244,4,4,0,FrozenCommutant,1,3.885780586e-16,0.915224055,0.513558573,0.81321081
5,star,4.029766,4,4,0,FrozenCommutant,1,1.075528555e-16,0.934677241,0.463886662,0.646049611
5,star,4.556088,4,4,0,FrozenCommutant,1,1.974332156e-16,0.949522901,0.416814983,0.80636143
5,star,5.151153,1,1,0,FrozenCommutant,1,7.082635395e-17,0.960899328,0.373081254,0.814311868
5,star,5.823939,1,1,0,FrozenCommutant,1,4.440892099e-16,0.969650556,0.332987898,0.888008528
5,star,6.584596,1,1,0,FrozenCommutant,1,4.002061269e-17,0.976404553,0.296572347,0.880223428
5,star,7.444602,4,4,0,FrozenCommutant,1,7.936359903e-17,0.981631424,0.263716299,0.917286523
5,star,8.416932,4,4,0,FrozenCommutant,1,1.665334537e-16,0.985685506,0.234214916,0.656609047
5,star,9.516257,4,4,0,FrozenCommutant,1,7.443047914e-17,0.988835602,0.207820284,0.798075686
5,star,10.759163,4,4,0,FrozenCommutant,1,3.469446952e-17,0.991286799,0.184268382,0.946756926
5,star,12.164404,4,4,0,FrozenCommutant,1,2.775557562e-17,0.993196334,0.163295519,0.815667333
5,star,13.753182,4,4,0,FrozenCommutant,1,9.107298249e-18,0.994685243,0.144648021,0.909261027
5,star,15.549467,1,1,0,FrozenCommutant,1,7.186301655e-17,0.995847005,0.128087604,0.971023248
5,star,17.580364,4,4,0,FrozenCommutant,1,2.818925648e-17,0.99675401,0.113394015,0.962940419
5,star,19.876513,1,1,0,FrozenCommutant,1,1.138412281e-17,0.997462433,0.100365939,0.885606546
5,star,22.472559,1,1,0,FrozenCommutant,1,2.873135757e-17,0.998015944,0.088820853,0.763116531
5,star,25.407672,4,4,0,FrozenCommutant,1,5.681219384e-17,0.998448533,0.078594256,0.904410915
5,star,28.726136,1,1,0,FrozenCommutant,1,2.200379839e-17,0.998786691,0.069538534,0.904011251
5,star,32.478021,4,4,0,FrozenCommutant,1,2.931682674e-16,0.999051074,0.061521673,0.902158562
5,star,36.719934,1,1,0,FrozenCommutant,1,6.331740687e-17,0.999257805,0.054425904,0.949889544
5,star,41.515878,4,4,0,FrozenCommutant,1,2.688821388e-17,0.999419472,0.048146372,0.938628586
5,star,46.938215,4,4,0,FrozenCommutant,1,1.952241537e-17,0.999545908,0.042589856,0.905961424
5,star,53.068756,4,4,0,FrozenCommutant,1,1.809668951e-16,0.999644797,0.037673572,0.897528957
5,star,60,4,4,0,FrozenCommutant,1,2.100641709e-16,0.999722145,0.033324072,0.885550373
6,chain,0.5,4,4,0,UnfreezingSeEp,1,1.972528734e-16,0.01686225,0.067449,0.983164506
6,chain,0.565304,4,4,0,UnfreezingSeEp,1,3.525983385e-16,0.021596462,0.076406493,0.978447375
6,chain,0.639138,2,2,0,UnfreezingSeEp,1,1.342109907e-16,0.027675288,0.086601907,0.972396589
6,chain,0.722615,4,4,0,UnfreezingSeEp,1,1.414925821e-16,0.035490892,0.098229037,0.964627077
6,chain,0.816995,4,4,0,UnfreezingSeEp,1,2.57830475e-16,0.045556848,0.111522963,0.954637018
6,chain,0.923702,4,4,0,UnfreezingSeEp,1,4.867864876e-16,0.058550744,0.126774152,0.941768382
6,chain,1.044345,1,1,0,UnfreezingSeEp,1,4.344292281e-17,0.075375567,0.144349919,0.925150912
6,chain,1.180746,4,4,0,UnfreezingSeEp,1,3.174842202e-16,0.097251239,0.164728504,0.903619858
6,chain,1.334961,3,3,0,UnfreezingSeEp,1,2.089408782e-15,0.125857554,0.188556089,0.875589388
6,chain,1.509319,3,3,0,UnfreezingSeEp,1,1.011933321e-15,0.163571391,0.21674859,0.838844934
6,chain,1.706449,3,3,0,UnfreezingSeEp,1,4.870590469e-15,0.213894519,0.250689562,0.790170908
6,chain,1.929327,1,1,0,UnfreezingSeEp,1,7.5730762e-17,0.282321246,0.292662998,0.724593756
6,chain,2.181313,2,2,0,UnfreezingSeEp,1,8.97987301e-16,0.378437122,0.346980962,0.633527249
6,chain,2.466212,4,4,0,UnfreezingSeEp,1,6.851260449e-16,0.522769215,0.423945062,0.498580891
6,chain,2.788321,3,3,0,UnfreezingSeEp,1,4.149010948e-15,0.793504474,0.569162943,0.248103023
6,chain,3.1525,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.634417124,1
6,chain,3.564244,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.561128797,1
6,chain,4.029766,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.496306791,1
6,chain,4.556088,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.43897307,1
6,chain,5.151153,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.388262582,1
6,chain,5.823939,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.343410206,1
6,chain,6.584596,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.30373921,1
6,chain,7.444602,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.268651036,1
6,chain,8.416932,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.237616273,1
6,chain,9.516257,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.210166668,1
6,chain,10.759163,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.185888062,1
6,chain,12.164404,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.164414138,1
6,chain,13.753182,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.145420898,1
6,chain,15.549467,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.12862177,1
6,chain,17.580364,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.11376329,1
6,chain,19.876513,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.100621272,1
6,chain,22.472559,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.088997429,1
6,chain,25.407672,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.078716382,1
6,chain,28.726136,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.069623008,1
6,chain,32.478021,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.061580108,1
6,chain,36.719934,0,1,1,UnfreezingSeEp,0,4.450418679e-01,1,0.054466329,1
6,chain,41.515878,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.048174339,1
6,chain,46.938215,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.042609204,1
6,chain,53.068756,0,1,1,UnfreezingSeEp,0,1.801937736e+00,1,0.037686958,1
6,chain,60,0,1,1,UnfreezingSeEp,0,1.246979604e+00,1,0.033333333,1
6,ring,0.5,4,4,0,FrozenLevelCrossing,1,1.798095093e-15,0.06349098,0.253963921,0.933247648
6,ring,0.565304,2,2,0,FrozenLevelCrossing,1,1.110235765e-16,0.081517472,0.288402059,0.898177606
6,ring,0.639138,4,4,0,FrozenLevelCrossing,1,2.289806031e-16,0.104791632,0.327915477,0.891568264
6,ring,0.722615,2,2,0,FrozenLevelCrossing,1,3.775751006e-16,0.134923428,0.373430975,0.86272119
