N,topo,sector,Q,pc,pr,imMax,rigidity,rate
5,chain,0_1,0.69153,0,1,1e+00,1,2.892156863
5,chain,0_1,0.78305,0,1,1.732050808e+00,1,2.554112554
5,chain,0_1,0.87458,0,1,1.732050808e+00,1,2.286821705
5,chain,0_1,0.9661,0,1,1.732050808e+00,1,2.070175439
5,chain,0_1,1.05763,0,1,1.732050808e+00,1,1.891025641
5,chain,0_1,1.14915,0,1,1.732050808e+00,1,1.740412979
5,chain,0_1,1.24068,0,1,1.156786083e-16,1,1.612021858
5,chain,0_1,1.3322,0,1,1.732050808e+00,1,1.501272265
5,chain,0_1,1.42373,0,1,1.732050808e+00,1,1.404761905
5,chain,0_1,1.51525,0,1,1.732050808e+00,1,1.319910515
5,chain,0_1,1.60678,0,1,1.732050808e+00,1,1.244725738
5,chain,0_1,1.69831,0,1,1.732050808e+00,1,1.177644711
5,chain,0_1,1.78983,0,1,1e+00,1,1.117424242
5,chain,0_1,1.88136,0,1,1.732050808e+00,1,1.063063063
5,chain,0_1,1.97288,0,1,1.732050808e+00,1,1.013745704
5,chain,0_1,2.06441,0,1,7.866089942e-17,1,0.968801314
5,chain,0_1,2.15593,0,1,1.732050808e+00,1,0.927672956
5,chain,0_1,2.24746,0,1,1e+00,1,0.889894419
5,chain,0_1,2.33898,0,1,2.477563196e-16,1,0.855072464
5,chain,0_1,2.43051,0,1,1e+00,1,0.822873082
5,chain,0_1,2.52203,0,1,1.732050808e+00,1,0.793010753
5,chain,0_1,2.61356,0,1,1.732050808e+00,1,0.765239948
5,chain,0_1,2.70508,0,1,1.732050808e+00,1,0.739348371
5,chain,0_1,2.79661,0,1,1e+00,1,0.715151515
5,chain,0_1,2.88814,0,1,1e+00,1,0.692488263
5,chain,0_1,2.97966,0,1,1.732050808e+00,1,0.671217292
5,chain,0_1,3.07119,0,1,1.732050808e+00,1,0.651214128
5,chain,0_1,3.16271,0,1,1.732050808e+00,1,0.632368703
5,chain,0_1,3.25424,0,1,1.732050808e+00,1,0.614583333
5,chain,0_1,3.34576,0,1,1e+00,1,0.597771023
5,chain,0_1,3.43729,0,1,1.283146538e-16,1,0.581854043
5,chain,0_1,3.52881,0,1,1.732050808e+00,1,0.566762728
5,chain,0_1,3.62034,0,1,9.741500462e-17,1,0.552434457
5,chain,0_1,3.71186,0,1,1.732050808e+00,1,0.538812785
5,chain,0_1,3.80339,0,1,1.732050808e+00,1,0.525846702
5,chain,0_1,3.89492,0,1,1e+00,1,0.513489991
5,chain,0_1,3.98644,0,1,1.732050808e+00,1,0.50170068
5,chain,0_1,4.07797,0,1,1.732050808e+00,1,0.490440565
5,chain,0_1,4.16949,0,1,1.732050808e+00,1,0.479674797
5,chain,0_1,4.26102,0,1,1e+00,1,0.469371519
5,chain,0_1,4.35254,0,1,1.732050808e+00,1,0.459501558
5,chain,0_1,4.44407,0,1,1e+00,1,0.450038139
5,chain,0_1,4.53559,0,1,1.732050808e+00,1,0.440956652
5,chain,0_1,4.62712,0,1,1.732050808e+00,1,0.432234432
5,chain,0_1,4.71864,0,1,1.732050808e+00,1,0.423850575
5,chain,0_1,4.81017,0,1,1e+00,1,0.415785765
5,chain,0_1,4.90169,0,1,1.732050808e+00,1,0.40802213
5,chain,0_1,4.99322,0,1,1.732050808e+00,1,0.400543109
5,chain,0_1,5.08475,0,1,1.732050808e+00,1,0.393333333
5,chain,0_1,5.17627,0,1,1.732050808e+00,1,0.38637852
5,chain,0_1,5.2678,0,1,3.913486671e-17,1,0.37966538
5,chain,0_1,5.35932,0,1,7.568993747e-17,1,0.373181531
5,chain,0_1,5.45085,0,1,1e+00,1,0.366915423
5,chain,0_1,5.54237,0,1,1e+00,1,0.360856269
5,chain,0_1,5.6339,0,1,1.732050808e+00,1,0.354993983
5,chain,0_1,5.72542,0,1,1.732050808e+00,1,0.349319124
5,chain,0_1,5.81695,0,1,1.732050808e+00,1,0.343822844
5,chain,0_1,5.90847,0,1,1e+00,1,0.338496845
5,chain,0_1,6,0,1,1.732050808e+00,1,0.333333333
5,chain,2_2,0.6,2,2,8.927798966e-18,0.965180047,0.116343269
5,chain,2_2,0.69153,2,2,1.743692199e-17,0.953544077,0.134783902
5,chain,2_2,0.78305,2,2,9.877908918e-17,0.94012848,0.153541247
5,chain,2_2,0.87458,2,2,3.193583009e-16,0.924874157,0.172673295
5,chain,2_2,0.9661,2,2,2.22121761e-16,0.907709349,0.192245604
5,chain,2_2,1.05763,2,2,5.554183611e-17,0.888546993,0.212333358
5,chain,2_2,1.14915,2,2,4.373079641e-15,0.867281186,0.233024079
5,chain,2_2,1.24068,2,2,4.088963879e-17,0.843782378,0.25442127
5,chain,2_2,1.3322,2,2,3.195138766e-16,0.817890742,0.276649436
5,chain,2_2,1.42373,2,2,2.581268558e-15,0.789406806,0.299861166
5,chain,2_2,1.51525,2,2,1.02780044e-15,0.758077857,0.324247454
5,chain,2_2,1.60678,2,2,1.396035371e-15,0.723577589,0.350053247
5,chain,2_2,1.69831,2,2,1.865911447e-15,0.685474352,0.37760187
5,chain,2_2,1.78983,2,2,2.104144964e-16,0.643179193,0.407335372
5,chain,2_2,1.88136,2,2,3.05806229e-16,0.595855282,0.439885561
5,chain,2_2,1.97288,2,2,1.917071032e-15,0.542246616,0.476209874
5,chain,2_2,2.06441,2,2,1.068760413e-15,0.480315388,0.51788251
5,chain,2_2,2.15593,2,2,8.86292386e-16,0.406335447,0.567831974
5,chain,2_2,2.24746,2,2,1.547979493e-15,0.31189641,0.632814667
5,chain,2_2,2.33898,2,2,2.396007823e-16,0.164908963,0.739390915
5,chain,2_2,2.43051,2,2,1.803221512e-01,0.207339,0.853452941
5,chain,2_2,2.52203,2,2,2.833084284e-01,0.323410875,0.824823292
5,chain,2_2,2.61356,2,2,3.507135332e-01,0.397356342,0.798293731
5,chain,2_2,2.70508,2,2,4.017284939e-01,0.451608394,0.773652099
5,chain,2_2,2.79661,2,2,4.426907392e-01,0.493629608,0.750713985
5,chain,2_2,2.88814,2,2,4.766918619e-01,0.527084828,0.729318304
5,chain,2_2,2.97966,2,2,5.055314488e-01,0.554121805,0.709323702
5,chain,2_2,3.07119,2,2,5.303709782e-01,0.576137116,0.690605585
5,chain,2_2,3.16271,2,2,5.52012727e-01,0.594103992,0.673053676
5,chain,2_2,3.25424,2,2,5.710380503e-01,0.608735471,0.656569961
5,chain,2_2,3.34576,2,2,5.878834492e-01,0.620574538,0.641066983
5,chain,2_2,3.43729,2,2,6.028857423e-01,0.630047931,0.626466394
5,chain,2_2,3.52881,2,2,6.163105126e-01,0.637500237,0.612697727
5,chain,2_2,3.62034,2,2,6.283708759e-01,0.643216562,0.599697352
5,chain,2_2,3.71186,2,2,6.392403427e-01,0.647438208,0.587407572
5,chain,2_2,3.80339,2,2,6.490619126e-01,0.650373859,0.57577585
5,chain,2_2,3.89492,2,2,6.579546823e-01,0.652207772,0.564754136
5,chain,2_2,3.98644,2,2,6.660187574e-01,0.653105891,0.554298284
5,chain,2_2,4.07797,2,2,6.733389828e-01,0.653220438,0.544367536
5,chain,2_2,4.16949,2,2,6.799878278e-01,0.652693348,0.534924087
5,chain,2_2,4.26102,2,2,6.860276592e-01,0.651658783,0.525932695
5,chain,2_2,4.35254,2,2,6.915125604e-01,0.650244838,0.517360356
5,chain,2_2,4.44407,2,2,6.964898104e-01,0.648574544,0.50917603
5,chain,2_2,4.53559,2,2,7.010011026e-01,0.646766212,0.501350419
5,chain,2_2,4.62712,2,2,7.050835587e-01,0.644933155,0.493855795
5,chain,2_2,4.71864,2,2,7.087705781e-01,0.643182861,0.486665885
5,chain,2_2,4.81017,2,2,7.120925478e-01,0.641615696,0.479755802
5,chain,2_2,4.90169,2,2,7.150774305e-01,0.640323245,0.473102021
5,chain,2_2,4.99322,2,2,7.177512419e-01,0.639386492,0.466682404
5,chain,2_2,5.08475,2,2,7.201384234e-01,0.638874007,0.460476246
5,chain,2_2,5.17627,2,2,7.222621172e-01,0.638840381,0.454464347
5,chain,2_2,5.2678,2,2,7.241443513e-01,0.639325123,0.448629083
5,chain,2_2,5.35932,2,2,7.25806145e-01,0.640352159,0.442954469
5,chain,2_2,5.45085,2,2,7.272675475e-01,0.641930059,0.437426199
5,chain,2_2,5.54237,2,2,7.285476276e-01,0.644052972,0.432031649
5,chain,2_2,5.6339,2,2,7.296644311e-01,0.646702195,0.426759841
5,chain,2_2,5.72542,2,2,7.306349235e-01,0.649848231,0.42160137
5,chain,2_2,5.81695,2,2,7.314749342e-01,0.653453119,0.416548292
5,chain,2_2,5.90847,2,2,7.321991126e-01,0.657472863,0.411593988
5,chain,2_2,6,2,2,7.328209045e-01,0.661859753,0.406733006
5,ring,0_1,0.6,0,1,1.618033989e+00,0.993360422,3.333333333
5,ring,0_1,0.69153,0,1,2e+00,1,2.892156863
5,ring,0_1,0.78305,0,1,6.180339887e-01,0.992498073,2.554112554
5,ring,0_1,0.87458,0,1,1.618033989e+00,0.995683183,2.286821705
5,ring,0_1,0.9661,0,1,1.618033989e+00,0.977073977,2.070175439
5,ring,0_1,1.05763,0,1,2e+00,1,1.891025641
5,ring,0_1,1.14915,0,1,1.618033989e+00,0.996046566,1.740412979
5,ring,0_1,1.24068,0,1,6.180339887e-01,0.99779401,1.612021858
5,ring,0_1,1.3322,0,1,2e+00,1,1.501272265
5,ring,0_1,1.42373,0,1,1.618033989e+00,0.97968978,1.404761905
5,ring,0_1,1.51525,0,1,1.618033989e+00,0.992539952,1.319910515
5,ring,0_1,1.60678,0,1,6.180339887e-01,0.969147606,1.244725738
5,ring,0_1,1.69831,0,1,6.180339887e-01,0.99401211,1.177644711
5,ring,0_1,1.78983,0,1,1.618033989e+00,0.976793585,1.117424242
5,ring,0_1,1.88136,0,1,6.180339887e-01,0.999300612,1.063063063
5,ring,0_1,1.97288,0,1,1.618033989e+00,0.992582262,1.013745704
5,ring,0_1,2.06441,0,1,2e+00,1,0.968801314
5,ring,0_1,2.15593,0,1,6.180339887e-01,0.996695426,0.927672956
5,ring,0_1,2.24746,0,1,1.618033989e+00,0.995950175,0.889894419
5,ring,0_1,2.33898,0,1,6.180339887e-01,0.999508679,0.855072464
5,ring,0_1,2.43051,0,1,6.180339887e-01,0.998076377,0.822873082
5,ring,0_1,2.52203,0,1,1.618033989e+00,0.997333932,0.793010753
5,ring,0_1,2.61356,0,1,1.618033989e+00,0.994148699,0.765239948
5,ring,0_1,2.70508,0,1,1.618033989e+00,0.979224441,0.739348371
5,ring,0_1,2.79661,0,1,2e+00,1,0.715151515
5,ring,0_1,2.88814,0,1,2e+00,1,0.692488263
5,ring,0_1,2.97966,0,1,6.180339887e-01,0.942047081,0.671217292
5,ring,0_1,3.07119,0,1,1.618033989e+00,0.989601349,0.651214128
5,ring,0_1,3.16271,0,1,1.618033989e+00,0.997821548,0.632368703
5,ring,0_1,3.25424,0,1,2e+00,1,0.614583333
5,ring,0_1,3.34576,0,1,6.180339887e-01,0.998263541,0.597771023
5,ring,0_1,3.43729,0,1,1.618033989e+00,0.976086959,0.581854043
5,ring,0_1,3.52881,0,1,1.618033989e+00,0.991799409,0.566762728
5,ring,0_1,3.62034,0,1,1.618033989e+00,0.990344587,0.552434457
5,ring,0_1,3.71186,0,1,1.618033989e+00,0.963997578,0.538812785
5,ring,0_1,3.80339,0,1,6.180339887e-01,0.995649445,0.525846702
5,ring,0_1,3.89492,0,1,1.618033989e+00,0.996265046,0.513489991
5,ring,0_1,3.98644,0,1,1.618033989e+00,0.995844248,0.50170068
5,ring,0_1,4.07797,0,1,6.180339887e-01,0.978258551,0.490440565
5,ring,0_1,4.16949,0,1,1.618033989e+00,0.996109725,0.479674797
5,ring,0_1,4.26102,0,1,1.618033989e+00,0.976936065,0.469371519
5,ring,0_1,4.35254,0,1,6.180339887e-01,0.975806737,0.459501558
5,ring,0_1,4.44407,0,1,2e+00,1,0.450038139
5,ring,0_1,4.53559,0,1,6.180339887e-01,0.995187953,0.440956652
5,ring,0_1,4.62712,0,1,1.618033989e+00,0.99244007,0.432234432
5,ring,0_1,4.71864,0,1,2e+00,1,0.423850575
5,ring,0_1,4.81017,0,1,6.180339887e-01,0.994483286,0.415785765
5,ring,0_1,4.90169,0,1,6.180339887e-01,0.997829543,0.40802213
5,ring,0_1,4.99322,0,1,6.180339887e-01,0.966116279,0.400543109
5,ring,0_1,5.08475,0,1,1.618033989e+00,0.996736281,0.393333333
5,ring,0_1,5.17627,0,1,1.618033989e+00,0.975601081,0.38637852
5,ring,0_1,5.2678,0,1,2e+00,1,0.37966538
5,ring,0_1,5.35932,0,1,1.618033989e+00,0.99712937,0.373181531
5,ring,0_1,5.45085,0,1,1.618033989e+00,0.994407562,0.366915423
5,ring,0_1,5.54237,0,1,1.618033989e+00,0.99445523,0.360856269
5,ring,0_1,5.6339,0,1,6.180339887e-01,0.980486745,0.354993983
5,ring,0_1,5.72542,0,1,1.618033989e+00,0.990966402,0.349319124
5,ring,0_1,5.81695,0,1,1.618033989e+00,0.995785254,0.343822844
5,ring,0_1,5.90847,0,1,1.618033989e+00,0.99598542,0.338496845
5,ring,0_1,6,0,1,6.180339887e-01,0.993873746,0.333333333
5,ring,2_2,0.6,2,2,9.493374657e-16,0.849924616,0.428350583
5,ring,2_2,0.69153,2,2,2.342842227e-15,0.828146169,0.499387402
5,ring,2_2,0.78305,2,2,1.122217376e-15,0.744204973,0.57323038
5,ring,2_2,0.87458,2,2,5.737834847e-16,0.735675352,0.650561686
5,ring,2_2,0.9661,2,2,1.185032975e-16,0.444927739,0.732238409
5,ring,2_2,1.05763,2,2,6.66159812e-16,0.611490742,0.819356006
5,ring,2_2,1.14915,2,2,2.44171996e-15,0.495286743,0.913317321
5,ring,2_2,1.24068,2,2,3.330669131e-15,0.46714776,1.015840181
5,ring,2_2,1.3322,2,2,2.543606059e-16,0.240802534,1.128587143
5,ring,2_2,1.42373,2,2,4.35702906e-15,0.321758457,1.251111516
5,ring,2_2,1.51525,2,2,2.155025687e-15,0.244977381,1.373499972
5,ring,2_2,1.60678,2,2,2.769259324e-15,0.255784066,1.467399634
5,ring,2_2,1.69831,2,2,1.370431546e-16,0.299387534,1.509777365
5,ring,2_2,1.78983,2,2,4.224919026e-15,0.368752443,1.510017123
5,ring,2_2,1.88136,2,2,4.870236171e-16,0.41282228,1.486583567
5,ring,2_2,1.97288,2,2,7.026439838e-16,0.474717961,1.451496392
5,ring,2_2,2.06441,2,2,6.339872204e-16,0.521331769,1.41116501
5,ring,2_2,2.15593,2,2,2.66543476e-15,0.568800411,1.368947004
5,ring,2_2,2.24746,2,2,1.27066731e+00,0.584524755,1.320242132
5,ring,2_2,2.33898,2,2,1.288652184e+00,0.606584662,1.274164619
5,ring,2_2,2.43051,2,2,1.303065226e+00,0.628964591,1.231699887
5,ring,2_2,2.52203,2,2,1.314675199e+00,0.648066962,1.192231837
5,ring,2_2,2.61356,2,2,1.324085092e+00,0.652589188,1.15531677
5,ring,2_2,2.70508,2,2,1.331765188e+00,0.67957237,1.120627622
5,ring,2_2,2.79661,2,2,1.338080731e+00,0.690126947,1.087916345
5,ring,2_2,2.88814,2,2,1.343314789e+00,0.70598607,1.056988651
5,ring,2_2,2.97966,2,2,1.347686762e+00,0.644267631,1.027687224
5,ring,2_2,3.07119,2,2,1.351367051e+00,0.735732866,0.999880674
5,ring,2_2,3.16271,2,2,1.354488486e+00,0.750506107,0.97345629
5,ring,2_2,3.25424,2,2,1.357155123e+00,0.762037523,0.948315286
5,ring,2_2,3.34576,2,2,1.35944894e+00,0.773497749,0.924369653
5,ring,2_2,3.43729,2,2,1.361434937e+00,0.776764316,0.901540029
5,ring,2_2,3.52881,2,2,1.36316499e+00,0.795350154,0.879754227
5,ring,2_2,3.62034,2,2,1.364680788e+00,0.803040146,0.858946184
5,ring,2_2,3.71186,2,2,1.366016054e+00,0.800039553,0.839055173
5,ring,2_2,3.80339,2,2,1.367198259e+00,0.821082194,0.820025199
5,ring,2_2,3.89492,2,2,1.36824992e+00,0.829474213,0.801804512
5,ring,2_2,3.98644,2,2,1.369189614e+00,0.836137658,0.784345197
5,ring,2_2,4.07797,2,2,1.370032764e+00,0.842212288,0.767602833
5,ring,2_2,4.16949,2,2,1.370792244e+00,0.845199249,0.751536189
5,ring,2_2,4.26102,2,2,1.371478867e+00,0.855829123,0.736106953
5,ring,2_2,4.35254,2,2,1.372101759e+00,0.858209506,0.721279499
5,ring,2_2,4.44407,2,2,1.372668666e+00,0.867022771,0.707020665
5,ring,2_2,4.53559,2,2,1.37318619e+00,0.872355002,0.693299557
5,ring,2_2,4.62712,2,2,1.373659989e+00,0.86479356,0.680087375
5,ring,2_2,4.71864,2,2,1.374094932e+00,0.881592822,0.667357244
5,ring,2_2,4.81017,2,2,1.374495225e+00,0.859786723,0.655084067
5,ring,2_2,4.90169,2,2,1.374864519e+00,0.880172535,0.643244392
5,ring,2_2,4.99322,2,2,1.375205994e+00,0.893453526,0.63181628
5,ring,2_2,5.08475,2,2,1.375522428e+00,0.897661889,0.620779198
5,ring,2_2,5.17627,2,2,1.375816261e+00,0.901271007,0.610113909
5,ring,2_2,5.2678,2,2,1.376089638e+00,0.904086937,0.599802375
5,ring,2_2,5.35932,2,2,1.376344455e+00,0.888619133,0.589827675
5,ring,2_2,5.45085,2,2,1.376582392e+00,0.909146536,0.580173916
5,ring,2_2,5.54237,2,2,1.376804938e+00,0.913111698,0.570826165
5,ring,2_2,5.6339,2,2,1.377013423e+00,0.916349883,0.561770376
5,ring,2_2,5.72542,2,2,1.377209033e+00,0.913072691,0.552993331
5,ring,2_2,5.81695,2,2,1.377392831e+00,0.921348255,0.544482576
5,ring,2_2,5.90847,2,2,1.377565771e+00,0.903621832,0.536226375
5,ring,2_2,6,2,2,1.377728712e+00,0.924620737,0.528213657
5,star,0_1,0.6,0,1,2e+00,1,3.333333333
5,star,0_1,0.69153,0,1,1.075528555e-16,0.996130593,2.892156863
5,star,0_1,0.78305,0,1,2e+00,1,2.554112554
5,star,0_1,0.87458,0,1,2e+00,1,2.286821705
5,star,0_1,0.9661,0,1,3.469446952e-17,0.993960294,2.070175439
5,star,0_1,1.05763,0,1,2e+00,1,1.891025641
5,star,0_1,1.14915,0,1,6.938893904e-16,1,1.740412979
5,star,0_1,1.24068,0,1,2e+00,1,1.612021858
5,star,0_1,1.3322,0,1,0e+00,0.857454298,1.501272265
5,star,0_1,1.42373,0,1,2e+00,1,1.404761905
5,star,0_1,1.51525,0,1,2e+00,1,1.319910515
5,star,0_1,1.60678,0,1,2e+00,1,1.244725738
5,star,0_1,1.69831,0,1,1.006139616e-16,1,1.177644711
5,star,0_1,1.78983,0,1,1.110223025e-16,1,1.117424242
5,star,0_1,1.88136,0,1,0e+00,0.894427191,1.063063063
5,star,0_1,1.97288,0,1,0e+00,0.967495026,1.013745704
5,star,0_1,2.06441,0,1,2.272487754e-16,0.885716628,0.968801314
5,star,0_1,2.15593,0,1,0e+00,0.9701425,0.927672956
5,star,0_1,2.24746,0,1,2e+00,1,0.889894419
5,star,0_1,2.33898,0,1,1.873501354e-16,1,0.855072464
5,star,0_1,2.43051,0,1,2e+00,1,0.822873082
5,star,0_1,2.52203,0,1,3.191891196e-16,0.987844294,0.793010753
5,star,0_1,2.61356,0,1,0e+00,0.819979723,0.765239948
5,star,0_1,2.70508,0,1,2e+00,1,0.739348371
5,star,0_1,2.79661,0,1,0e+00,0.799993746,0.715151515
5,star,0_1,2.88814,0,1,0e+00,0.880795873,0.692488263
5,star,0_1,2.97966,0,1,4.978656376e-16,0.996951737,0.671217292
5,star,0_1,3.07119,0,1,2e+00,1,0.651214128
5,star,0_1,3.16271,0,1,0e+00,0.974021987,0.632368703
5,star,0_1,3.25424,0,1,6.071532166e-17,1,0.614583333
5,star,0_1,3.34576,0,1,0e+00,0.99343172,0.597771023
5,star,0_1,3.43729,0,1,2e+00,1,0.581854043
5,star,0_1,3.52881,0,1,0e+00,1,0.566762728
5,star,0_1,3.62034,0,1,2e+00,1,0.552434457
5,star,0_1,3.71186,0,1,2.931682674e-16,0.98872172,0.538812785
5,star,0_1,3.80339,0,1,2e+00,1,0.525846702
5,star,0_1,3.89492,0,1,2e+00,1,0.513489991
5,star,0_1,3.98644,0,1,1.214306433e-16,0.96658074,0.50170068
5,star,0_1,4.07797,0,1,0e+00,0.890927112,0.490440565
5,star,0_1,4.16949,0,1,2e+00,1,0.479674797
5,star,0_1,4.26102,0,1,0e+00,1,0.469371519
5,star,0_1,4.35254,0,1,1.899522206e-16,0.998561902,0.459501558
5,star,0_1,4.44407,0,1,1.890848589e-16,0.991944722,0.450038139
5,star,0_1,4.53559,0,1,4.597017211e-17,0.949322985,0.440956652
5,star,0_1,4.62712,0,1,0e+00,0.948392177,0.432234432
5,star,0_1,4.71864,0,1,2e+00,1,0.423850575
5,star,0_1,4.81017,0,1,0e+00,0.962610519,0.415785765
5,star,0_1,4.90169,0,1,2e+00,1,0.40802213
5,star,0_1,4.99322,0,1,2e+00,1,0.400543109
5,star,0_1,5.08475,0,1,2e+00,1,0.393333333
5,star,0_1,5.17627,0,1,2e+00,1,0.38637852
5,star,0_1,5.2678,0,1,2e+00,1,0.37966538
5,star,0_1,5.35932,0,1,2.138046684e-16,1,0.373181531
5,star,0_1,5.45085,0,1,3.469446952e-17,0.938812377,0.366915423
5,star,0_1,5.54237,0,1,2e+00,1,0.360856269
5,star,0_1,5.6339,0,1,0e+00,0.893863433,0.354993983
5,star,0_1,5.72542,0,1,0e+00,0.892848468,0.349319124
5,star,0_1,5.81695,0,1,2e+00,1,0.343822844
5,star,0_1,5.90847,0,1,6.461844948e-17,0.996418079,0.338496845
5,star,0_1,6,0,1,0e+00,0.894378124,0.333333333
5,star,2_2,0.6,2,2,9.714451436e-17,0.903356507,0.300210602
5,star,2_2,0.69153,2,2,1.298657362e-15,0.806873675,0.346195441
5,star,2_2,0.78305,2,2,5.779294351e-16,0.775823183,0.39233921
5,star,2_2,0.87458,2,2,1.389459449e-17,0.804506712,0.438715437
5,star,2_2,0.9661,2,2,3.20588668e-15,0.78590595,0.485415468
5,star,2_2,1.05763,2,2,1.188184748e-15,0.717066791,0.532546171
5,star,2_2,1.14915,2,2,1.856943514e-15,0.637296927,0.580222122
5,star,2_2,1.24068,2,2,2.219654709e-15,0.636370118,0.628547303
5,star,2_2,1.3322,2,2,2.478932976e-15,0.594492108,0.677577157
5,star,2_2,1.42373,2,2,2.404594282e-15,0.586050271,0.727244706
5,star,2_2,1.51525,2,2,1.478603691e-15,0.524914963,0.777224829
5,star,2_2,1.60678,2,2,6.071532166e-17,0.395384958,0.826708177
5,star,2_2,1.69831,2,2,4.657732533e-16,0.436755274,0.874099576
5,star,2_2,1.78983,2,2,2.394415576e-15,0.058565902,0.916828189
5,star,2_2,1.88136,2,2,1.221245327e-15,0.281964122,0.951732954
5,star,2_2,1.97288,2,2,1.512967163e-16,0.435420282,0.976305706
5,star,2_2,2.06441,2,2,8.560860354e-16,0.408428832,0.989944726
5,star,2_2,2.15593,2,2,5.686927412e-16,0.688890462,0.97265426
5,star,2_2,2.24746,2,2,2.556665653e-16,0.662309465,0.943618896
5,star,2_2,2.33898,2,2,2.331470918e-15,0.795786398,0.915540098
5,star,2_2,2.43051,2,2,1.329916266e-15,0.769422981,0.88852188
5,star,2_2,2.52203,2,2,5.577076683e-18,0.822820742,0.862612161
5,star,2_2,2.61356,2,2,2.442672555e-15,0.833585637,0.837821592
5,star,2_2,2.70508,2,2,6.515425973e-16,0.803249071,0.814136404
5,star,2_2,2.79661,2,2,1.911431751e-15,0.848168646,0.791527198
5,star,2_2,2.88814,2,2,1.813268369e-15,0.855520968,0.769954945
5,star,2_2,2.97966,2,2,5.746271514e-16,0.853750137,0.749375095
5,star,2_2,3.07119,2,2,1.221245327e-15,0.832148314,0.729740359
5,star,2_2,3.16271,2,2,1.255072435e-15,0.859365086,0.711002594
5,star,2_2,3.25424,2,2,1.110223025e-15,0.838113368,0.693114056
5,star,2_2,3.34576,2,2,1.719369356e-16,0.893458738,0.676028218
5,star,2_2,3.43729,2,2,8.765290956e-16,0.869416936,0.659700284
5,star,2_2,3.52881,2,2,9.517818712e-16,0.894266567,0.644087493
5,star,2_2,3.62034,2,2,9.246155404e-16,0.903304841,0.629149279
5,star,2_2,3.71186,2,2,2.206568261e-15,0.905474206,0.614847329
5,star,2_2,3.80339,2,2,2.168776856e-15,0.90793505,0.601145579
5,star,2_2,3.89492,2,2,1.776356396e-15,0.919260359,0.588010156
5,star,2_2,3.98644,2,2,1.533767933e-15,0.924318414,0.575409303
5,star,2_2,4.07797,2,2,4.675951428e-16,0.908446566,0.563313277
5,star,2_2,4.16949,2,2,1.554312234e-15,0.905646783,0.551694246
5,star,2_2,4.26102,2,2,1.892848424e-15,0.934202121,0.540526172
5,star,2_2,4.35254,2,2,1.726032145e-16,0.935926814,0.529784705
5,star,2_2,4.44407,2,2,1.615369016e-15,0.935917397,0.51944707
5,star,2_2,4.53559,2,2,2.924713711e-16,0.940694666,0.509491962
5,star,2_2,4.62712,2,2,1.110223025e-16,0.929056306,0.499899446
5,star,2_2,4.71864,2,2,1.570488384e-16,0.934368339,0.490650863
5,star,2_2,4.81017,2,2,1.499341134e-15,0.947011258,0.481728736
5,star,2_2,4.90169,2,2,3.812732465e-16,0.927466304,0.473116693
5,star,2_2,4.99322,2,2,4.199250572e-16,0.940295943,0.464799382
5,star,2_2,5.08475,2,2,1.874531346e-15,0.93458684,0.456762403
5,star,2_2,5.17627,2,2,4.848179404e-16,0.954246466,0.448992239
5,star,2_2,5.2678,2,2,1.254595267e-15,0.923188369,0.441476195
5,star,2_2,5.35932,2,2,1.249000907e-15,0.933598848,0.434202337
5,star,2_2,5.45085,2,2,4.996006764e-16,0.957202295,0.427159443
5,star,2_2,5.54237,2,2,4.277033906e-16,0.947498916,0.420336948
5,star,2_2,5.6339,2,2,2.775557252e-16,0.960818553,0.413724906
5,star,2_2,5.72542,2,2,2.200957515e-15,0.960756352,0.407313939
